gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,math_grade,reading_grade,average_score,average_grade
female,group C,some college,standard,none,73,76,78,B,B,75.66666666666667,B
male,group A,some college,free/reduced,none,75,81,74,B,A,76.66666666666667,B
female,group D,some college,free/reduced,none,64,74,75,C,B,71.0,B
female,group E,high school,free/reduced,none,41,45,40,E,E,42.0,E
male,group C,high school,standard,none,90,75,69,A,B,78.0,B
male,group B,bachelor's degree,standard,none,59,54,51,D,D,54.666666666666664,D
male,group A,some high school,standard,none,51,31,36,D,F,39.333333333333336,F
male,group A,high school,free/reduced,none,45,47,49,E,E,47.0,E
female,group C,master's degree,standard,completed,54,64,67,D,C,61.666666666666664,C
male,group E,some high school,standard,completed,87,84,76,A,A,82.33333333333333,A
female,group C,high school,standard,none,72,80,83,B,A,78.33333333333333,B
male,group B,some high school,standard,completed,94,86,87,A,A,89.0,A
female,group A,bachelor's degree,standard,none,45,59,64,E,D,56.0,D
male,group D,bachelor's degree,free/reduced,completed,61,70,76,C,B,69.0,C
female,group B,high school,free/reduced,none,60,72,68,C,B,66.66666666666667,C
female,group C,some high school,standard,none,77,91,88,B,A,85.33333333333333,A
female,group A,some high school,standard,completed,85,90,92,A,A,89.0,A
female,group D,bachelor's degree,free/reduced,none,78,90,93,B,A,87.0,A
male,group E,some college,free/reduced,completed,49,52,51,E,D,50.666666666666664,D
female,group B,high school,free/reduced,none,71,87,82,B,A,80.0,A
female,group C,some high school,free/reduced,none,48,58,52,E,D,52.666666666666664,D
male,group C,high school,standard,none,62,67,58,C,C,62.333333333333336,C
female,group C,associate's degree,free/reduced,completed,56,68,70,D,C,64.66666666666667,C
female,group C,some high school,standard,none,65,69,76,C,C,70.0,B
female,group D,some high school,free/reduced,completed,69,86,81,C,A,78.66666666666667,B
male,group B,some high school,standard,none,68,54,53,C,D,58.333333333333336,D
female,group A,some college,free/reduced,none,61,60,57,C,C,59.333333333333336,D
female,group C,bachelor's degree,free/reduced,completed,74,86,89,B,A,83.0,A
male,group A,bachelor's degree,standard,none,64,60,58,C,C,60.666666666666664,C
female,group B,high school,standard,completed,77,82,89,B,A,82.66666666666667,A
male,group B,some college,standard,none,58,50,45,D,D,51.0,D
female,group C,high school,standard,completed,60,64,74,C,C,66.0,C
male,group E,high school,standard,none,73,64,57,B,C,64.66666666666667,C
female,group A,high school,standard,completed,75,82,79,B,A,78.66666666666667,B
male,group B,associate's degree,free/reduced,completed,58,57,53,D,D,56.0,D
female,group C,associate's degree,standard,none,66,77,73,C,B,72.0,B
female,group D,high school,free/reduced,none,39,52,46,F,D,45.666666666666664,E
male,group C,some high school,standard,none,64,58,51,C,D,57.666666666666664,D
female,group B,high school,free/reduced,completed,23,44,36,F,E,34.333333333333336,F
male,group B,some college,free/reduced,completed,74,77,76,B,B,75.66666666666667,B
female,group D,some high school,free/reduced,completed,40,65,64,E,C,56.333333333333336,D
male,group E,master's degree,standard,none,90,85,84,A,A,86.33333333333333,A
male,group C,master's degree,standard,completed,91,85,85,A,A,87.0,A
male,group D,high school,standard,none,64,54,50,C,D,56.0,D
female,group C,high school,standard,none,59,72,68,D,B,66.33333333333333,C
male,group D,associate's degree,standard,none,80,75,69,A,B,74.66666666666667,B
male,group C,master's degree,standard,none,71,67,67,B,C,68.33333333333333,C
female,group A,high school,standard,none,61,68,63,C,C,64.0,C
female,group E,some college,standard,none,87,85,93,A,A,88.33333333333333,A
male,group E,some high school,standard,none,82,67,61,A,C,70.0,B
male,group C,some high school,standard,none,62,64,55,C,C,60.333333333333336,C
female,group B,bachelor's degree,standard,none,97,97,96,A,A,96.66666666666667,A
male,group B,some college,free/reduced,none,75,68,65,B,C,69.33333333333333,C
female,group C,bachelor's degree,standard,none,65,79,81,C,B,75.0,B
male,group B,high school,standard,completed,52,49,46,D,E,49.0,E
male,group C,associate's degree,free/reduced,none,87,73,72,A,B,77.33333333333333,B
female,group C,associate's degree,standard,none,53,62,53,D,C,56.0,D
female,group E,master's degree,free/reduced,none,81,86,87,A,A,84.66666666666667,A
male,group D,bachelor's degree,free/reduced,completed,39,42,38,F,E,39.666666666666664,F
female,group C,some college,standard,completed,71,71,80,B,B,74.0,B
male,group C,associate's degree,standard,none,97,93,91,A,A,93.66666666666667,A
male,group D,some college,standard,completed,82,82,88,A,A,84.0,A
male,group C,high school,free/reduced,none,59,53,52,D,D,54.666666666666664,D
male,group B,associate's degree,standard,none,61,42,41,C,E,48.0,E
male,group E,associate's degree,free/reduced,completed,78,74,72,B,B,74.66666666666667,B
male,group C,associate's degree,free/reduced,none,49,51,51,E,D,50.333333333333336,D
male,group B,high school,standard,none,59,58,47,D,D,54.666666666666664,D
female,group C,some college,standard,completed,70,72,76,B,B,72.66666666666667,B
male,group B,associate's degree,standard,completed,82,84,78,A,A,81.33333333333333,A
male,group E,associate's degree,free/reduced,none,90,90,82,A,A,87.33333333333333,A
female,group C,bachelor's degree,free/reduced,none,43,62,61,E,C,55.333333333333336,D
male,group C,some college,free/reduced,none,80,64,66,A,C,70.0,B
male,group D,some college,standard,none,81,82,84,A,A,82.33333333333333,A
male,group C,some high school,standard,none,57,61,54,D,C,57.333333333333336,D
female,group D,some high school,standard,none,59,72,80,D,B,70.33333333333333,B
female,group D,associate's degree,standard,none,64,76,74,C,B,71.33333333333333,B
male,group C,bachelor's degree,standard,completed,63,64,66,C,C,64.33333333333333,C
female,group E,bachelor's degree,standard,completed,71,70,70,B,B,70.33333333333333,B
female,group B,high school,free/reduced,none,64,73,71,C,B,69.33333333333333,C
male,group D,bachelor's degree,free/reduced,none,55,46,44,D,E,48.333333333333336,E
female,group E,associate's degree,standard,none,51,51,54,D,D,52.0,D
female,group C,associate's degree,standard,completed,62,76,80,C,B,72.66666666666667,B
female,group E,associate's degree,standard,completed,93,100,95,A,A,96.0,A
male,group C,high school,free/reduced,none,54,72,59,D,B,61.666666666666664,C
female,group D,some college,free/reduced,none,69,65,74,C,C,69.33333333333333,C
male,group D,high school,free/reduced,none,44,51,48,E,D,47.666666666666664,E
female,group E,some college,standard,completed,86,85,91,A,A,87.33333333333333,A
female,group E,associate's degree,standard,none,85,92,85,A,A,87.33333333333333,A
female,group A,master's degree,free/reduced,none,50,67,73,D,C,63.333333333333336,C
male,group D,some high school,standard,completed,88,74,75,A,B,79.0,B
female,group E,associate's degree,standard,none,59,62,69,D,C,63.333333333333336,C
female,group E,some high school,free/reduced,none,32,34,38,F,F,34.666666666666664,F
male,group B,high school,free/reduced,none,36,29,27,F,F,30.666666666666668,F
female,group B,some high school,free/reduced,completed,63,78,79,C,B,73.33333333333333,B
male,group D,associate's degree,standard,completed,67,54,63,C,D,61.333333333333336,C
female,group D,some high school,standard,completed,65,78,82,C,B,75.0,B
male,group D,master's degree,standard,none,85,84,89,A,A,86.0,A
female,group C,master's degree,standard,none,73,78,74,B,B,75.0,B
female,group A,high school,free/reduced,completed,34,48,41,F,E,41.0,E
female,group D,bachelor's degree,free/reduced,completed,93,100,100,A,A,97.66666666666667,A
female,group D,some high school,free/reduced,none,67,84,84,C,A,78.33333333333333,B
male,group D,some college,standard,none,88,77,77,A,B,80.66666666666667,A
male,group B,high school,standard,none,57,48,51,D,E,52.0,D
female,group D,some college,standard,completed,79,84,91,B,A,84.66666666666667,A
female,group C,bachelor's degree,free/reduced,none,67,75,72,C,B,71.33333333333333,B
male,group E,bachelor's degree,standard,completed,70,64,70,B,C,68.0,C
male,group D,bachelor's degree,free/reduced,none,50,42,48,D,E,46.666666666666664,E
female,group A,some college,standard,none,69,84,82,C,A,78.33333333333333,B
female,group C,bachelor's degree,standard,completed,52,61,66,D,C,59.666666666666664,D
female,group C,bachelor's degree,free/reduced,completed,47,62,66,E,C,58.333333333333336,D
female,group B,associate's degree,free/reduced,none,46,61,55,E,C,54.0,D
female,group E,some college,standard,none,68,70,66,C,B,68.0,C
male,group E,bachelor's degree,standard,completed,100,100,100,A,A,100.0,A
female,group C,high school,standard,none,44,61,52,E,C,52.333333333333336,D
female,group C,associate's degree,standard,completed,57,77,80,D,B,71.33333333333333,B
male,group B,some college,standard,completed,91,96,91,A,A,92.66666666666667,A
male,group D,high school,free/reduced,none,69,70,67,C,B,68.66666666666667,C
female,group C,high school,free/reduced,none,35,53,46,F,D,44.666666666666664,E
male,group D,high school,standard,none,72,66,66,B,C,68.0,C
female,group B,associate's degree,free/reduced,none,54,65,65,D,C,61.333333333333336,C
male,group D,high school,free/reduced,none,74,70,69,B,B,71.0,B
male,group E,some high school,standard,completed,74,64,60,B,C,66.0,C
male,group E,associate's degree,free/reduced,none,64,56,52,C,D,57.333333333333336,D
female,group D,high school,free/reduced,completed,65,61,71,C,C,65.66666666666667,C
male,group E,associate's degree,free/reduced,completed,46,43,44,E,E,44.333333333333336,E
female,group C,some high school,free/reduced,none,48,56,51,E,D,51.666666666666664,D
male,group C,some college,free/reduced,completed,67,74,70,C,B,70.33333333333333,B
male,group D,some college,free/reduced,none,62,57,62,C,D,60.333333333333336,C
male,group D,associate's degree,free/reduced,completed,61,71,73,C,B,68.33333333333333,C
male,group C,bachelor's degree,free/reduced,completed,70,75,74,B,B,73.0,B
male,group C,associate's degree,standard,completed,98,87,90,A,A,91.66666666666667,A
male,group D,some college,free/reduced,none,70,63,58,B,C,63.666666666666664,C
male,group A,associate's degree,standard,none,67,57,53,C,D,59.0,D
female,group E,high school,free/reduced,none,57,58,57,D,D,57.333333333333336,D
male,group D,some college,standard,completed,85,81,85,A,A,83.66666666666667,A
male,group D,some high school,standard,completed,77,68,69,B,C,71.33333333333333,B
male,group C,master's degree,free/reduced,completed,72,66,72,B,C,70.0,B
female,group D,master's degree,standard,none,78,91,96,B,A,88.33333333333333,A
male,group C,high school,standard,none,81,66,64,A,C,70.33333333333333,B
male,group A,some high school,free/reduced,completed,61,62,61,C,C,61.333333333333336,C
female,group B,high school,standard,none,58,68,61,D,C,62.333333333333336,C
female,group C,associate's degree,standard,none,54,61,58,D,C,57.666666666666664,D
male,group B,high school,standard,none,82,82,80,A,A,81.33333333333333,A
female,group D,some college,free/reduced,none,49,58,60,E,D,55.666666666666664,D
male,group B,some high school,free/reduced,completed,49,50,52,E,D,50.333333333333336,D
female,group E,high school,free/reduced,completed,57,75,73,D,B,68.33333333333333,C
male,group E,high school,standard,none,94,73,71,A,B,79.33333333333333,B
female,group D,some college,standard,completed,75,77,83,B,B,78.33333333333333,B
female,group E,some high school,free/reduced,none,74,74,72,B,B,73.33333333333333,B
male,group C,high school,standard,completed,58,52,54,D,D,54.666666666666664,D
female,group C,some college,standard,none,62,69,69,C,C,66.66666666666667,C
male,group E,associate's degree,standard,none,72,57,62,B,D,63.666666666666664,C
male,group C,some college,standard,none,84,87,81,A,A,84.0,A
female,group D,master's degree,standard,none,92,100,100,A,A,97.33333333333333,A
female,group D,high school,standard,none,45,63,59,E,C,55.666666666666664,D
male,group C,high school,standard,none,75,81,71,B,A,75.66666666666667,B
female,group A,some college,standard,none,56,58,64,D,D,59.333333333333336,D
female,group D,some high school,free/reduced,none,48,54,53,E,D,51.666666666666664,D
female,group E,associate's degree,standard,none,100,100,100,A,A,100.0,A
female,group C,some high school,free/reduced,completed,65,76,75,C,B,72.0,B
male,group D,some college,standard,none,72,57,58,B,D,62.333333333333336,C
female,group D,some college,standard,none,62,70,72,C,B,68.0,C
male,group A,some high school,standard,completed,66,68,64,C,C,66.0,C
male,group C,some college,standard,none,63,63,60,C,C,62.0,C
female,group E,associate's degree,standard,none,68,76,67,C,B,70.33333333333333,B
female,group B,bachelor's degree,standard,none,75,84,80,B,A,79.66666666666667,B
female,group D,bachelor's degree,standard,none,89,100,100,A,A,96.33333333333333,A
male,group C,some high school,standard,completed,78,72,69,B,B,73.0,B
female,group A,high school,free/reduced,completed,53,50,60,D,D,54.333333333333336,D
female,group D,some college,free/reduced,none,49,65,61,E,C,58.333333333333336,D
female,group A,some college,standard,none,54,63,67,D,C,61.333333333333336,C
female,group C,some college,standard,completed,64,82,77,C,A,74.33333333333333,B
male,group B,some college,free/reduced,completed,60,62,60,C,C,60.666666666666664,C
male,group C,associate's degree,standard,none,62,65,58,C,C,61.666666666666664,C
male,group D,high school,standard,completed,55,41,48,D,E,48.0,E
female,group C,associate's degree,standard,none,91,95,94,A,A,93.33333333333333,A
female,group B,high school,free/reduced,none,8,24,23,F,F,18.333333333333332,F
male,group D,some high school,standard,none,81,78,78,A,B,79.0,B
male,group B,some high school,standard,completed,79,85,86,B,A,83.33333333333333,A
female,group A,some college,standard,completed,78,87,91,B,A,85.33333333333333,A
female,group C,some high school,standard,none,74,75,82,B,B,77.0,B
male,group A,high school,standard,none,57,51,54,D,D,54.0,D
female,group C,associate's degree,standard,none,40,59,51,E,D,50.0,D
male,group E,some high school,standard,completed,81,75,76,A,B,77.33333333333333,B
female,group A,some high school,free/reduced,none,44,45,45,E,E,44.666666666666664,E
female,group D,some college,free/reduced,completed,67,86,83,C,A,78.66666666666667,B
male,group E,high school,free/reduced,completed,86,81,75,A,A,80.66666666666667,A
female,group B,some high school,standard,completed,65,82,78,C,A,75.0,B
female,group D,associate's degree,free/reduced,none,55,76,76,D,B,69.0,C
female,group D,bachelor's degree,free/reduced,none,62,72,74,C,B,69.33333333333333,C
male,group A,high school,standard,none,63,63,62,C,C,62.666666666666664,C
female,group E,master's degree,standard,completed,88,99,95,A,A,94.0,A
male,group C,high school,free/reduced,none,62,55,55,C,D,57.333333333333336,D
female,group C,high school,free/reduced,completed,59,71,65,D,B,65.0,C
female,group D,some college,standard,completed,68,78,77,C,B,74.33333333333333,B
female,group D,some college,free/reduced,none,77,86,86,B,A,83.0,A
